clone_id	correct_id	correct_female	correct_male	removed	year	generation
9400437	9400437	PC80	S15/10	false	1994	1
9400438	9400438	MRTM1	S15/10	false	1994	1
9400439	9400439	PC110	MRTM1	false	1994	1
9400441	9400441	SFS150	S15/10	false	1994	1
9400442	9400442	SFS150	S15/10	false	1994	1
9400443	9400443	SFS150	S15/10	false	1994	1
9400444	9400444	SFS150	S15/10	false	1994	1
9400445	9400445	MRTM1	S15/10	false	1994	1
9400447	9400447	PC110	S15/10	false	1994	1
9400448	9400448	SFS150	S15/10	false	1994	1
9400449	9400449	SFS150	S15/10	false	1994	1
9400450	9400450	SFS150	S15/10	false	1994	1
9400452	9400452	SFS150	S15/10	false	1994	1
9400453	9400453	PC110	MRTM1	false	1994	1
9400454	9400454	PC110	MRTM1	false	1994	1
9400455	9400455	PC110	MRTM1	false	1994	1
9400456	9400456	PC110	MRTM1	false	1994	1
9400458	9400458	MFS87	MRTM1	false	1994	1
9400459	9400459	MFS87	MRTM1	false	1994	1
9400460	9400460	MFS87	MRTM1	false	1994	1
9400461	9400461	MFS87	MRTM1	false	1994	1
9400601	9400601	MFS87	MRTM1	false	1994	1
9400603	9400603	MFS87	MRTM1	false	1994	1
9400604	9400604	PC110	MRTM1	false	1994	1
9400605	9400605	PC110	MRTM1	false	1994	1
9400606	9400606	SFS150	S15/10	false	1994	1
9400608	9400608	SFS150	MRTM1	false	1994	1
9400609	9400609	SFS150	MRTM1	false	1994	1
9400610	9400610	PC110	MRTM1	false	1994	1
9400611	9400611	PC110	MRTM1	false	1994	1
9400612	9400612	PC110	MRTM1	false	1994	1
9400614	9400614	PC110	MRTM1	false	1994	1
9400615	9400615	PC110	MRTM1	false	1994	1
9400616	9400616	PC110	MRTM1	false	1994	1
9400617	9400617	PC110	MRTM1	false	1994	1
9400618	9400618	PC110	MRTM1	false	1994	1
9400620	9400620	PC110	MRTM1	false	1994	1
9400621	9400621	PC110	MRTM1	false	1994	1
9400622	9400622	PC110	MRTM1	false	1994	1
9400625	9400625	SFS150	S15/10	false	1994	1
9400626	9400626	SFS150	S15/10	false	1994	1
9400628	9400628	MFS87	MRTM1	false	1994	1
9400629	9400629	MFS87	MRTM1	false	1994	1
9400630	9400630	MFS87	MRTM1	false	1994	1
9400632	9400632	MFS87	MRTM1	false	1994	1
9400633	9400633	MFS87	MRTM1	false	1994	1
9400634	9400634	MFS87	MRTM1	false	1994	1
9400635	9400635	PC80	MRTM1	false	1994	1
9400636	9400636	PC80	MRTM1	false	1994	1
9400638	9400638	MFS87	MRTM1	false	1994	1
9400640	9400640	SFS150	MRTM1	false	1994	1
9400642	9400642	SFS150	S15/10	false	1994	1
9400643	9400643	MFS87	MRTM1	false	1994	1
9400645	9400645	MFS87	MRTM1	false	1994	1
9400646	9400646	MFS87	MRTM1	false	1994	1
9400647	9400647	MFS87	MRTM1	false	1994	1
9400649	9400649	SFS204	MRTM1	false	1994	1
9400650	9400650	TL1	EJULU	false	1994	1
9400652	9400652	MFS87	MRTM1	false	1994	1
9400653	9400653	MFS87	MRTM1	false	1994	1
9400654	9400654	PC110	MRTM1	false	1994	1
9400701	9400701	PC80	MRTM1	false	1994	1
9400702	9400702	MFS87	MRTM1	false	1994	1
9400704	9400704	MFS87	MRTM1	false	1994	1
9400705	9400705	MFS87	MRTM1	false	1994	1
9400706	9400706	MFS87	MRTM1	false	1994	1
9400708	9400708	MFS87	MRTM1	false	1994	1
9400710	9400710	MFS87	MRTM1	false	1994	1
9400711	9400711	PC80	MRTM1	false	1994	1
9400712	9400712	SFS150	MRTM1	false	1994	1
9400713	9400713	SFS204	MRTM1	false	1994	1
9400718	9400718	PC110	MRTM1	false	1994	1
9400721	9400721	PC110	MRTM1	false	1994	1
9400722	9400722	PC110	MRTM1	false	1994	1
9400723	9400723	PC110	MRTM1	false	1994	1
9400726	9400726	PC110	MRTM1	false	1994	1
9400727	9400727	PC110	MRTM1	false	1994	1
9400731	9400731	PC110	MRTM1	false	1994	1
9400732	9400732	PC110	MRTM1	false	1994	1
9400733	9400733	PC110	MRTM1	false	1994	1
9400735	9400735	PC110	MRTM1	false	1994	1
9400738	9400738	MFS87	MRTM1	false	1994	1
9400739	9400739	MFS87	MRTM1	false	1994	1
9400740	9400740	MFS87	MRTM1	false	1994	1
9400741	9400741	MFS87	MRTM1	false	1994	1
9400743	9400743	MFS87	MRTM1	false	1994	1
9400745	9400745	MFS87	MRTM1	false	1994	1
9400746	9400746	MFS87	MRTM1	false	1994	1
9400747	9400747	PC80	MRTM1	false	1994	1
9400748	9400748	SFS204	MRTM1	false	1994	1
9400749	9400749	PC87	MRTM1	false	1994	1
9400754	9400754	SFS150	MRTM1	false	1994	1
9400757	9400757	SFS150	MRTM1	false	1994	1
9400758	9400758	SFS150	MRTM1	false	1994	1
9400759	9400759	SFS150	MRTM1	false	1994	1
9400763	9400763	PC110	MRTM1	false	1994	1
9400764	9400764	PC110	MRTM1	false	1994	1
9400766	9400766	PC110	MRTM1	false	1994	1
9400802	9400802	PC110	MRTM1	false	1994	1
9400803	9400803	PC110	MRTM1	false	1994	1
9400805	9400805	PC80	MRTM1	false	1994	1
9400806	9400806	PC80	MRTM1	false	1994	1
9400807	9400807	MFS87	MRTM1	false	1994	1
9400808	9400808	MFS87	MRTM1	false	1994	1
9400809	9400809	MFS87	MRTM1	false	1994	1
9400811	9400811	MFS87	MRTM1	false	1994	1
9400812	9400812	MFS87	MRTM1	false	1994	1
9400813	9400813	MFS87	MRTM1	false	1994	1
9400814	9400814	MFS87	MRTM1	false	1994	1
9400816	9400816	MFS87	MRTM1	false	1994	1
9400817	9400817	MFS87	MRTM1	false	1994	1
9400818	9400818	MFS87	MRTM1	false	1994	1
9400819	9400819	MFS87	MRTM1	false	1994	1
9400820	9400820	MFS87	MRTM1	false	1994	1
9400822	9400822	MFS87	MRTM1	false	1994	1
9400823	9400823	MFS87	MRTM1	false	1994	1
9400824	9400824	PC80	MRTM1	false	1994	1
9400825	9400825	PC80	MRTM1	false	1994	1
9400826	9400826	PC80	EJULU	false	1994	1
9400828	9400828	PC80	MRTM1	false	1994	1
9400829	9400829	PC80	MRTM1	false	1994	1
9400830	9400830	PC80	MRTM1	false	1994	1
9400834	9400834	SFS150	MRTM1	false	1994	1
9400844	9400844	S15/10	EJULU	false	1994	1
9400846	9400846	PC110	MRTM1	false	1994	1
9400847	9400847	PC110	MRTM1	false	1994	1
9400851	9400851	PC110	MRTM1	false	1994	1
9400852	9400852	PC110	MRTM1	false	1994	1
9400854	9400854	PC110	MRTM1	false	1994	1
9400855	9400855	PC110	MRTM1	false	1994	1
9400856	9400856	PC110	MRTM1	false	1994	1
9400857	9400857	MFS87	MRTM1	false	1994	1
9400858	9400858	MFS87	MRTM1	false	1994	1
9400860	9400860	MFS87	MRTM1	false	1994	1
9400861	9400861	MFS87	MRTM1	false	1994	1
9400862	9400862	MFS87	MRTM1	false	1994	1
9400901	9400901	MFS87	MRTM1	false	1994	1
9400903	9400903	MFS87	MRTM1	false	1994	1
9400904	9400904	MFS87	MRTM1	false	1994	1
9400905	9400905	MFS87	MRTM1	false	1994	1
9400906	9400906	PC80	MRTM1	false	1994	1
9400907	9400907	PC80	MRTM1	false	1994	1
9400909	9400909	SFS204	MRTM1	false	1994	1
9400910	9400910	SFS204	MRTM1	false	1994	1
9400911	9400911	SFS204	MRTM1	false	1994	1
9400912	9400912	SFS204	MRTM1	false	1994	1
9400913	9400913	SFS204	MRTM1	false	1994	1
9400915	9400915	SFS204	MRTM1	false	1994	1
9400916	9400916	SFS204	MRTM1	false	1994	1
9400917	9400917	SFS150	MRTM1	false	1994	1
9400924	9400924	S15/10	EJULU	false	1994	1
9400925	9400925	MFS87	MRTM1	false	1994	1
9400927	9400927	PC110	MRTM1	false	1994	1
9400932	9400932	PC110	MRTM1	false	1994	1
9400933	9400933	MFS87	MRTM1	false	1994	1
9400937	9400937	MFS87	MRTM1	false	1994	1
9400941	9400941	PC110	MRTM1	false	1994	1
9400942	9400942	PC110	MRTM1	false	1994	1
9400943	9400943	PC110	MRTM1	false	1994	1
9400944	9400944	PC110	MRTM1	false	1994	1
9400949	9400949	PC110	EJULU	false	1994	1
9400950	9400950	PC110	EJULU	false	1994	1
9400951	9400951	PC87	MRTM1	false	1994	1
9400952	9400952	PC87	MRTM1	false	1994	1
9400956	9400956	TL1	EJULU	false	1994	1
9400957	9400957	MFS87	MRTM1	false	1994	1
9400958	9400958	MFS87	MRTM1	false	1994	1
9400960	9400960	MFS87	MRTM1	false	1994	1
9400963	9400963	MFS87	MRTM1	false	1994	1
9400965	9400965	MFS87	MRTM1	false	1994	1
9400967	9400967	MFS87	MRTM1	false	1994	1
9400968	9400968	MFS87	MRTM1	false	1994	1
9400969	9400969	MFS87	MRTM1	false	1994	1
9400970	9400970	MFS87	MRTM1	false	1994	1
9401002	9401002	PC80	MRTM1	false	1994	1
9401003	9401003	PC80	MRTM1	false	1994	1
9401006	9401006	PC80	MRTM1	false	1994	1
9401008	9401008	PC87	MRTM1	false	1994	1
9401014	9401014	PC110	MRTM1	false	1994	1
9401015	9401015	MFS87	MRTM1	false	1994	1
9401016	9401016	PC110	MRTM1	false	1994	1
9401019	9401019	PC110	MRTM1	false	1994	1
9401021	9401021	MFS87	MRTM1	false	1994	1
9401042	9401042	SFS204	MRTM1	false	1994	1
9401044	9401044	PC110	MRTM1	false	1994	1
9401045	9401045	SFS150	MRTM1	false	1994	1
9401046	9401046	SFS150	MRTM1	false	1994	1
9401048	9401048	S15/10	EJULU	false	1994	1
9401054	9401054	PC80	MRTM1	false	1994	1
9401055	9401055	PC80	MRTM1	false	1994	1
9401057	9401057	MFS87	MRTM1	false	1994	1
9401065	9401065	MFS87	MRTM1	false	1994	1
9401068	9401068	MFS87	MRTM1	false	1994	1
9401108	9401108	PC80	MRTM1	false	1994	1
9401109	9401109	PC80	MRTM1	false	1994	1
9401111	9401111	PC80	MRTM1	false	1994	1
9401112	9401112	PC110	MRTM1	false	1994	1
9401117	9401117	12/108	S15/10	false	1994	1
9401118	9401118	12/108	S15/10	false	1994	1
9401130	9401130	12/108	S15/10	false	1994	1
9401131	9401131	12/108	S15/10	false	1994	1
9401132	9401132	PC110	MRTM1	false	1994	1
9401139	9401139	S15/10	EJULU	false	1994	1
9401158	9401158	SFS150	MRTM1	false	1994	1
9401165	9401165	MFS87	MRTM1	false	1994	1
9401168	9401168	MFS87	MRTM1	false	1994	1
9401216	9401216	MFS87	MRTM1	false	1994	1
9401217	9401217	MFS87	MRTM1	false	1994	1
9401245	9401245	MFS87	MRTM1	false	1994	1
9401246	9401246	MFS87	MRTM1	false	1994	1
9401249	9401249	MFS87	MRTM1	false	1994	1
9401274	9401274	MFS87	MRTM1	false	1994	1
9401276	9401276	MFS87	MRTM1	false	1994	1
9401279	9401279	MFS87	MRTM1	false	1994	1
9401327	9401327	MFS87	MRTM1	false	1994	1
9401354	9401354	PC80	MRTM1	false	1994	1
9401640	9401640	31/8	PC110	false	1994	1
9500639	9500639	SFS150	MRTM1	false	1995	1
9500641	9500641	SFS150	MRTM1	false	1995	1
9500648	9500648	SFS150	MRTM1	false	1995	1
9500714	9500714	SFS204	MRTM1	false	1995	1
9500715	9500715	SFS150	MRTM1	false	1995	1
9500716	9500716	SFS150	MRTM1	false	1995	1
9500717	9500717	SFS150	MRTM1	false	1995	1
9500720	9500720	SFS150	MRTM1	false	1995	1
9500725	9500725	PC110	MRTM1	false	1995	1
9500728	9500728	PC110	MRTM1	false	1995	1
9500734	9500734	PC110	MRTM1	false	1995	1
9500737	9500737	SFS150	MRTM1	false	1995	1
9500742	9500742	MFS87	MRTM1	false	1995	1
9500752	9500752	SFS150	MRTM1	false	1995	1
9500753	9500753	SFS150	MRTM1	false	1995	1
9500755	9500755	SFS150	MRTM1	false	1995	1
9500756	9500756	SFS150	MRTM1	false	1995	1
9500762	9500762	PC110	MRTM1	false	1995	1
9500765	9500765	PC110	MRTM1	false	1995	1
9500801	9500801	PC110	MRTM1	false	1995	1
9500831	9500831	SFS204	MRTM1	false	1995	1
9500832	9500832	SFS150	MRTM1	false	1995	1
9500835	9500835	SFS150	MRTM1	false	1995	1
9500836	9500836	SFS150	MRTM1	false	1995	1
9500837	9500837	SFS150	MRTM1	false	1995	1
9500838	9500838	SFS150	MRTM1	false	1995	1
9500839	9500839	SFS150	MRTM1	false	1995	1
